aa_000,ag_002,ag_003,ag_004,ah_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,ay_008,az_005,az_007,ba_000,ba_002,ba_003,ba_004,ba_008,bb_000,bg_000,bh_000,bi_000,bj_000,bt_000,bu_000,bv_000,bx_000,by_000,cc_000,ce_000,ci_000,cj_000,ck_000,cn_000,cn_001,cn_002,cn_008,cn_009,cq_000,cs_002,cs_004,de_000,dg_000,dn_000,ds_000,dt_000,ee_000,ee_005
80634,0,0,4096,2325576,0,0,5384296,4858778,855220,423788,0,1891822,652270,0,2120350,598206,389632,274988,0,6240936,2325576,61628,486404,367240,80633.35,6240936,6240936,6243394,30161.0,5781516,205696,5016271.68,0.0,760773.12,0,0,0,5288,8,6240936,155918,322872,420,0,33462,176190,35994,802560,712378
35394,0,16796,1852946,854196,57262,95954,2244150,2018162,1085148,233924,0,1935026,2513124,0,1101172,248516,212210,127808,49852,3386952,854196,31080,728642,355156,35393.54,3386952,3386952,3369176,11694.0,2562536,87334,2034437.76,0.0,524413.44,0,0,988224,188,0,3386952,302372,109858,600,0,15468,73082,10232,558690,153136
1878,0,0,2224,40668,0,0,103296,92408,23084,6736,0,15238,84178,0,51626,11238,2938,410,2,126432,40668,1288,9380,13618,1877.11,126432,126432,128984,372.0,111434,3276,103039.68,0.0,8272.32,0,0,210,20,0,126432,86,2738,52,0,648,3558,658,9256,28540
30632,0,0,7296,929732,0,0,1801472,1521710,333818,241538,0,15258,424622,0,767888,287718,228680,171894,0,2135562,929732,29222,148834,183612,30632.37,2135562,2135562,2133566,12086.0,2059368,62668,1844694.72,0.0,212939.52,0,0,0,4160,622,2135562,26650,97652,218,0,14876,66920,12914,225134,209528
40666,0,0,598,1294470,0,0,2294152,1962810,681186,278384,0,943316,670304,0,1002918,306388,190802,142782,0,2975664,1294470,38778,406648,268970,40665.76,2975664,2975664,2973728,14512.0,2645942,72444,2379960.96,0.0,264096.96,0,0,0,1156,72,2975664,7088,80472,284,0,21142,64328,11050,284552,335472
41882,0,0,2710,1476684,0,0,3013420,2425522,889362,489146,0,661432,458564,0,1745984,216988,178764,156094,14,3903472,1476684,50406,416868,470736,41882.75,3903472,3903472,3875558,20549.0,3581682,120728,2439648.0,0.0,1139677.44,0,0,0,3460,46,3903472,22010,261344,388,0,28032,102146,23746,1175772,222936
22,0,0,10,1960,0,0,23368,19638,34350,1378,0,11910,264,0,10388,110,216,200,18,57754,1960,248,30626,3632,21.41,57754,57754,58866,46.0,12844,392,3610.56,0.0,7505.28,0,0,0,0,0,57754,20,518,160,0,322,100,28,9556,60
38336,0,0,236,1220384,0,0,2274568,2037058,368916,187762,0,360482,2299778,4,947180,250638,173232,125678,70,2644060,1220384,37098,204346,163356,38335.51,2644060,2644060,2645330,16460.0,2519226,76296,2135879.04,0.0,380527.68,0,0,0,4178,222,2644060,10268,116054,146,0,18134,118638,15744,398670,477014
1230,0,0,202,31102,0,0,99428,87122,31576,5548,0,0,57530,0,47074,7656,2008,940,0,131080,31102,950,22146,9306,1229.1,131080,131080,130940,277.0,89632,2048,67015.68,0.0,22427.52,0,0,0,38,0,131080,82,6116,88,0,782,734,178,24190,48444
49660,0,150870,1089854,1596754,60336,86548,3368364,2897358,1106464,465014,2,1905076,3915378,0,1137516,487530,175354,89642,62462,4535278,1596754,55058,556440,549078,49660.73,4535278,4535278,4541432,16113.0,3946524,174852,3174844.8,157150.08,609886.08,0,28604,414040,962,20,4535278,273836,119708,452,0,26898,176562,21804,795860,71006
40954,0,0,2382,1347830,0,0,2776728,2251214,831072,444434,0,80174,747444,0,1472896,326708,256684,228550,0,3608684,1347830,42762,404044,423738,40953.97,3608684,3608684,3601650,16736.0,3269068,120914,2707624.32,0.0,557901.12,0,0,0,13884,1608,3608684,97878,198958,758,0,25398,136178,21204,587848,376536
8,0,0,0,782,0,0,8146,7374,3458,172,0,2706,1094,0,1492,82,42,24,104,11612,782,64,2896,560,8.93,11612,11612,13124,18.0,2730,142,1026.24,0.0,734.4,0,0,0,0,0,11612,4,162,46,0,56,50,12,1718,20
1336,0,0,148,35360,0,0,76024,68888,9756,4894,0,27186,76428,0,25122,7562,1972,352,0,85798,35360,1036,3946,5782,1336.15,85798,85798,87486,267.0,80110,2230,71468.16,0.0,8548.8,0,0,0,16,0,85798,88,2370,60,0,476,1862,540,9704,48322
1478,0,0,118,46830,0,0,124024,114306,13176,7278,0,14510,96002,0,81824,7770,3102,264,0,137220,46830,1164,5832,7312,1478.71,137220,137220,139346,308.0,125336,3028,91961.28,0.0,33265.92,0,0,0,52,0,137220,100,7610,34,0,606,1736,440,34980,48946
4,0,0,6,864,0,0,11852,9826,26042,62,0,2744,1648,0,1638,44,228,56,10,37906,864,60,25226,808,4.59,37906,37906,42216,14.0,2760,76,558.72,0.0,1156.8,0,0,0,0,0,37906,8,8,46,0,84,4,2,2230,18
49548,0,0,4594,1607766,0,0,2628690,1768610,1159916,782828,0,779394,384730,8,1268128,315518,232300,245624,0,3789300,1607766,71492,601222,554270,49547.67,3789300,3789300,3773124,21914.0,3430452,126200,2924740.8,0.0,502362.24,0,0,0,7600,836,3789300,83650,137408,490,0,40870,136720,28698,547072,500500
34,0,0,26,17110,0,0,43542,30694,48624,3666,0,16582,6734,0,30756,374,278,126,4,92244,17110,630,36698,11346,34.04,92244,92244,87364,88.0,33214,1136,8806.08,5639.04,17692.8,0,0,0,0,0,92244,102,9680,98,0,774,240,44,25208,80
99454,0,1010,175408,2620678,786,1586,5661070,5068650,803640,479870,0,2904860,6100594,0,1723724,690620,534694,399378,0,6466706,2620678,63214,447526,353988,99453.74,6466706,6466706,6493086,31230.0,6134382,198826,5513396.16,943.68,614366.4,0,0,17396,14154,1146,6466706,30576,306120,202,0,34624,217074,35970,675086,734438
124236,0,6472,298498,3485236,1790,2334,6276186,5191174,1392914,988182,0,2695986,1627682,4,2047636,1052432,801950,555892,0,7671750,3485236,117338,678168,703874,124235.15,7671750,7671750,7656602,43876.0,7334006,44076,6369031.68,0.0,958188.48,0,0,82432,3946,54,7671750,95594,290864,104,0,62514,45252,8300,1002762,799240
1722,0,0,74,41450,0,0,91104,83226,13378,5126,0,13164,95608,0,34624,12348,6068,2830,22,104520,41450,1148,8086,5256,1722.19,104520,104520,105002,383.0,96798,1836,90015.36,0.0,6680.64,0,0,0,6,0,104520,192,2702,34,0,554,2020,394,7374,58216
12,0,0,6,1464,0,0,8254,6970,3888,544,0,4756,2134,0,3068,202,70,40,40,12148,1464,108,2624,1252,12.19,12148,12148,13530,19.0,4784,178,1742.4,0.0,1826.88,0,0,0,0,0,12148,14,122,42,0,96,72,22,3130,22
75764,0,0,386,2238092,0,0,4908494,4519998,609196,293282,0,1089894,1133800,0,1657770,511502,382338,299548,0,5518732,2238092,42310,379040,228970,75763.16,5518732,5518732,5481580,30201.0,5065894,153086,4295347.2,0.0,766962.24,0,0,0,6022,216,5518732,31194,199848,174,0,24306,166436,28864,802190,735724
144,0,0,10398,3814,872,6328,25192,17380,63220,2986,0,19672,14352,0,21412,1666,1058,698,54,89342,3814,626,53938,9094,143.51,89342,89342,89444,92.0,30206,1616,16949.76,0.0,12131.52,0,0,9338,0,0,89342,484,1460,116,0,908,640,144,13702,784
58004,0,0,198,1758164,0,0,3583050,3178696,529968,335536,0,799950,3912442,0,943710,240668,188356,154486,104750,4113772,1758164,44716,284638,243284,58004.5,4113772,4113772,4078240,37245.0,3942954,130102,3534617.28,0.0,404943.36,0,0,0,4030,258,4113772,41042,177718,224,0,29456,82102,14942,426948,511458
1448,0,0,94,33484,0,0,77908,70186,11056,5016,0,0,80764,0,30158,8504,2890,656,0,88984,33484,894,5636,5386,1448.21,88984,88984,91780,310.0,82136,2034,74566.08,0.0,7456.32,0,0,0,42,0,88984,172,1278,24,0,548,808,402,8308,52904
17538,0,302,487148,593560,6430,10746,1223810,983626,652320,200836,0,84270,1442506,0,489182,186822,91428,47676,36928,1882950,593560,24958,418816,232244,17538.95,1882950,1882950,1881284,7092.0,1473348,74256,1132309.44,46699.2,291377.28,0,0,155528,216,0,1882950,4160,73184,112,0,12982,61038,10676,355736,79414
48,0,0,1246,9596,0,0,26300,19576,10806,3716,0,0,23684,0,27960,196,50,16,0,37122,9596,476,3170,7572,47.16,37122,37122,40680,46.0,29982,1088,9624.96,0.0,20251.2,0,0,534,0,0,37122,44,4252,52,0,334,310,98,21674,0
56420,0,0,148992,1642602,0,0,3153768,2855770,449576,208734,0,2417016,3287710,0,744196,455634,310410,223124,0,3604358,1642602,39602,222920,225118,56419.42,3604358,3604358,3589496,19237.0,3336220,75328,3046912.32,0.0,285780.48,0,0,10762,1540,0,3604358,15086,60414,310,0,21828,76076,10890,308392,892716
8,0,0,360,1416,0,0,3582,2132,16806,252,0,3700,1224,0,2918,64,300,46,34,20400,1416,132,15428,1368,7.29,20400,20400,22380,15.0,4028,174,1240.32,0.0,1799.04,0,0,0,0,0,20400,14,302,48,0,112,44,8,2972,26
1968,0,0,170,50028,0,0,118156,104340,20182,9846,0,13370,41290,0,56210,17760,8752,5512,0,138378,50028,1394,9696,10444,1968.6,138378,138378,139930,387.0,127788,3224,109680.0,0.0,17932.8,0,0,0,82,0,138378,80,4732,96,0,804,3110,680,19740,53036
38056,0,0,232,1107116,0,0,2405354,2180008,432032,195262,0,544220,2456934,0,758678,314478,335822,324962,0,2837470,1107116,25638,283692,147592,38056.54,2837470,2837470,2825410,16885.0,2520472,82348,2123703.36,0.0,395491.2,0,0,0,2338,196,2837470,81558,92616,142,0,15762,50748,9762,407324,187222
39260,0,0,0,1040980,138,240,2140830,1863832,348138,221196,0,0,0,0,0,0,0,0,0,2489810,1040980,26972,120316,223738,39259.19,2489810,2489810,186,0.0,2383732,55732,2014957.44,84093.12,281645.76,0,0,0,0,0,2489810,0,0,92,0,16514,47900,7978,0,0
1450,0,0,104,35192,0,0,91138,82580,18730,4518,0,0,91744,0,33424,6978,896,152,0,109920,35192,990,11270,7290,1449.36,109920,109920,106692,268.0,92516,2868,80772.48,0.0,11609.28,0,0,0,0,0,109920,2396,1720,44,0,566,1500,398,13192,57426
54460,0,0,167338,1787044,0,0,3701932,3049868,952624,569292,0,319588,1622224,0,1856698,339036,225268,156184,1518,4655338,1787044,59756,472908,477104,54459.05,4655338,4655338,4639376,26279.0,4344674,115628,3245425.92,0.0,1095354.24,0,0,510,4402,158,4655338,155208,252760,70,0,32626,130914,24836,1145734,758168
17462,0,0,256,858388,0,0,1627494,1018832,817102,526518,0,1856442,399918,0,1291352,187708,111478,85670,0,2445376,858388,43862,254554,560826,17461.14,2445376,2445376,2435026,8527.0,2215258,105948,1469021.76,0.0,744000.0,0,0,0,10164,1046,2445376,122518,99610,174,0,27926,71654,19136,792730,43430
8950,66748,197396,245150,174148,122814,168950,355028,430842,131078,23356,0,369694,534986,2,128330,160138,62556,22980,2346,609084,174148,4590,58742,71522,8949.03,609084,609084,611760,3077.0,545202,1096,428778.24,1537.92,115383.36,8518,198396,224700,0,0,609084,32152,57670,24,0,4632,1644,236,118642,62354
113906,46,881316,2813988,2571114,510574,699552,5259442,5255158,978256,346870,0,4503360,225732,550964,2148220,757136,437084,305804,118746,6749572,2571114,65422,509926,465078,113906.78,6749572,6749572,6728826,35158.0,6334400,125854,5600108.16,0.0,728617.92,0,52776,880102,1658,86,6749572,325558,252400,1278,0,39790,137802,24128,762112,596860
48402,0,0,178,1334250,0,0,2472580,1875692,696138,552356,0,400066,672368,0,1005276,300090,286124,271182,0,3169072,1334250,51678,321710,368444,48402.12,3169072,3169072,3169842,21028.0,3055078,93998,2615233.92,0.0,437424.0,0,0,0,3696,40,3169072,135544,158152,82,0,29280,62972,19320,454646,346498
39114,0,0,9194,1191974,0,0,2482110,2195762,410498,234032,0,723936,771768,0,1121556,216708,166668,143284,2770,2893028,1191974,33218,252606,157254,39114.2,2893028,2893028,2892718,17516.0,2713196,79672,2357581.44,0.0,353758.08,0,0,198,3358,66,2893028,31016,86414,336,0,17032,83990,16012,377444,342070
2062,0,0,66,82452,0,0,186722,149678,71396,24958,0,6,119714,0,99264,5820,3222,2158,0,258236,82452,3082,25274,45688,2062.53,258236,258236,161968,313.0,131214,7786,131807.04,18.24,78258.24,0,0,0,720,0,258236,304,19486,110,0,1918,5914,1146,71774,3528
83842,0,0,103500,2478796,3654,7072,5172454,4478454,1324504,587694,0,1235006,2131042,2,1709416,458406,342304,258188,18804,6501570,2478796,67768,882680,438270,83842.65,6501570,6501570,6499438,43158.0,5822434,193100,5025203.52,0.0,793248.96,0,0,24100,6448,598,6501570,70820,252012,604,0,38340,146826,24336,833138,805816
39790,0,0,1848,1340938,0,0,2774290,2364986,584784,346446,0,1487124,685120,0,1389854,313270,163730,96872,0,3359832,1340938,52436,285792,297658,39789.23,3359832,3359832,3356850,16387.0,3179124,130940,2533714.56,0.0,642898.56,0,0,0,1964,4,3359832,59972,211346,250,0,23066,116058,28518,678038,641154
264,0,3948,23770,10728,2842,4788,121188,107930,39542,8536,0,84920,88106,4296,83204,2430,1210,774,144,163674,10728,1038,19452,19752,264.21,163674,163674,162488,183.0,92890,2010,18580.8,40805.76,31592.64,0,1532,11322,10,0,163674,2298,22548,344,0,1496,1002,192,75982,1746
59538,0,0,135028,3182868,0,0,6069072,4882208,1376578,1054698,0,0,807632,20,2539660,575628,414826,336154,9966,7446894,3182868,105268,627394,744522,59537.6,7446894,7446894,7445034,43991.0,7133032,69080,5718529.92,0.0,1399808.64,0,0,442,10298,312,7446894,13840,400634,570,0,63894,64630,10030,1435974,220006
21138,0,26,187674,663544,3006,4132,1257760,1056140,421394,139942,0,1130878,848086,0,489164,123214,90974,90844,28890,1682810,663544,21142,263724,155970,21137.76,1682810,1682810,1645816,8505.0,1388342,58704,1213716.48,51771.84,115585.92,0,0,11130,4364,42,1682810,48536,71936,1948,0,13284,44390,9442,183376,129428
42454,0,0,2186,1190042,0,0,2609574,2132396,625460,399156,0,244644,525724,0,1002668,233890,192126,189342,0,3235900,1190042,39506,340324,282806,42453.28,3235900,3235900,3229162,20828.0,2982658,109948,2562019.2,0.0,417967.68,0,0,0,5700,582,3235900,82004,143726,206,0,25674,61868,14014,443126,294194
41746,0,0,1610,1234900,0,0,2437852,2132816,432008,267086,0,868282,2611598,0,810046,364248,232260,198568,0,2870240,1234900,37398,267550,163718,41746.16,2870240,2870240,2879530,16112.0,2686930,83370,2446793.28,0.0,236871.36,0,0,0,3912,318,2870240,80870,160662,146,0,22338,63028,12316,255552,435530
46,0,752,6298,3404,2440,3992,8260,8658,4074,298,0,9602,2420,494,7184,456,150,264,0,14800,3404,168,1490,2568,46.85,14800,14800,15260,37.0,9750,520,5502.72,0.0,3093.12,0,374,6178,0,0,14800,38,456,126,0,208,336,72,4442,10
40916,0,0,1282,2221194,0,0,4097910,3431170,1124198,525538,0,4622794,2471096,0,2722078,441312,199156,112382,0,5223418,2221194,92332,379668,739672,40915.73,5223418,5223418,5173672,15198.0,4810584,134894,3003114.24,0.0,1803218.88,0,0,0,6758,362,5223418,19248,584054,1028,0,45342,102394,26588,1888438,378088
29428,0,0,34386,1449832,0,0,2703236,1928460,1024758,711494,0,0,615576,0,1583748,260258,177954,144740,38,3728526,1449832,55860,334364,687358,29428.21,3728526,3728526,3722618,21865.0,3540594,109090,2536371.84,0.0,1001684.16,0,0,0,5942,300,3728526,157198,208238,654,0,37052,86214,13286,1023246,73888
28948,0,0,11004,860018,0,0,1721856,1510730,413844,172040,0,937536,627188,0,475264,266700,166998,120730,4754,2136026,860018,21808,259270,152738,28947.46,2136026,2136026,2137758,10678.0,1902942,44950,1620147.84,0.0,279564.48,0,0,0,598,0,2136026,746,86678,178,0,11194,39876,7920,298632,384924
41358,0,0,2150,1492040,0,0,2956682,2306956,879002,525928,0,999216,1666498,0,1438388,294842,215794,168534,0,3837138,1492040,56120,362154,514946,41357.69,3837138,3837138,3820240,19555.0,3561788,112506,2782033.92,20828.16,753967.68,0,0,0,5096,162,3837138,99156,208102,456,0,32778,123876,20012,823372,307816
4158,0,460,91134,164628,10244,15586,316368,277482,74288,34366,0,35664,283320,3904,169318,35662,13108,8462,3696,401140,164628,5980,36894,37016,4157.72,401140,401140,383342,1553.0,353376,21642,286906.56,22.08,71857.92,0,0,24260,6538,18,401140,32976,10218,120,0,3756,15684,3560,70696,14460
304,0,0,4130,10214,0,0,36050,29854,17536,1962,0,14110,18922,0,19114,1904,920,422,78,53636,10214,424,12002,5360,304.78,53636,53636,54490,105.0,29154,922,16519.68,1950.72,9692.16,0,0,928,6,0,53636,252,1560,110,1994,434,350,84,12914,1012
16,0,0,6,1168,0,0,10772,8268,10156,1030,0,8576,1094,0,6946,122,58,90,16,20956,1168,222,7462,2666,16.76,20956,20956,27536,31.0,8622,478,3551.04,0.0,3785.28,0,0,0,0,0,20956,14,770,46,0,304,216,42,5298,28
1478,0,0,154,40364,0,0,101008,92336,13742,5498,0,15224,88892,0,45076,9706,2270,366,0,114784,40364,1174,7516,6182,1478.54,114784,114784,116654,308.0,96908,1862,85952.64,0.0,10815.36,0,0,0,78,0,114784,1546,3778,40,0,622,3324,706,11704,8576
2372,0,0,176,60862,0,0,140522,127818,18058,8862,0,14206,127250,0,52318,16864,7468,1972,0,158616,60862,1444,9442,8582,2371.92,158616,158616,162150,514.0,144524,3644,129721.92,90.24,14568.0,0,0,0,44,0,158616,88,1602,94,0,814,2304,426,16174,68000
121316,0,0,7778,3713414,0,0,5933350,5001658,1461176,852110,0,0,1036876,0,2139100,902648,1085614,926758,0,7394996,3713414,104370,669936,779644,121316.85,7394996,7394996,7389372,46533.0,7067476,160166,6321424.32,0.0,725486.4,0,0,0,8050,738,7394996,139940,222922,312,0,61168,148584,22704,768256,762604
618,0,4672,4622,21332,1808,3514,52134,40950,23030,7140,0,20274,12056,10,33336,2972,2002,1330,588,77038,21332,902,11018,11386,618.12,77038,77038,70506,258.0,53874,1986,35457.6,11664.0,12127.68,0,3354,5798,6,0,77038,926,7038,192,0,832,1372,266,23652,4346
98556,0,0,2518,3281180,0,0,7684180,6847820,1196304,728430,0,3308808,1370130,0,3694520,731316,660340,570514,0,8881586,3281180,91306,585714,606554,98555.43,8881586,8881586,8894794,42651.0,8438488,304028,6093067.2,0.0,2340650.88,0,0,0,14040,576,8881586,633380,507392,264,0,45824,252824,48858,2401658,645860
908,0,0,60,32098,0,0,65328,58524,14184,3852,0,35432,61934,0,29694,7982,2764,1000,0,79536,32098,992,7458,6646,907.09,79536,79536,83488,255.0,68558,2028,51266.88,0.0,15827.52,0,0,0,28,0,79536,64,2726,86,0,510,1520,384,18062,6322
31172,0,0,5212,1026488,0,0,1766344,1378596,510582,341344,0,28050,453596,0,641856,222840,154660,121020,516,2277302,1026488,33936,197906,310112,31171.2,2277302,2277302,2269226,16284.0,2159988,61028,1877002.56,0.0,280398.72,0,0,0,5162,300,2277302,49078,167422,162,0,19136,52292,11128,296666,245408
10,0,0,14,2278,0,0,10916,9490,4656,100,0,6400,4786,0,4424,156,150,296,58,15596,2278,154,3202,1382,10.91,15596,15596,16966,33.0,6430,286,2041.92,7.68,2888.64,0,0,0,0,0,15596,6,688,40,0,120,44,22,4534,28
29674,0,0,200,878152,0,0,1830602,1617342,258746,180572,0,167950,647818,0,490660,222322,155302,123846,702,2089706,878152,19208,117890,137506,29674.34,2089706,2089706,2097434,14863.0,2004976,59744,1801582.08,0.0,200514.24,0,0,0,3114,372,2089706,22728,51586,78,0,11304,53224,8942,213046,369158
30806,0,0,1926,909514,0,0,1816434,1495992,417942,266078,0,318762,442492,0,746386,186882,135374,104908,38,2234866,909514,28860,197228,219608,30805.54,2234866,2234866,2222706,14485.0,2112208,66882,1831209.6,0.0,279024.96,0,0,0,3560,456,2234866,31156,93740,194,0,17110,66180,15448,300444,345290
2132,0,0,114,57016,0,0,149718,133948,28988,8780,0,84496,138778,0,59614,15108,3966,1110,0,178802,57016,1530,17486,11434,2131.43,178802,178802,180340,496.0,146710,3250,118880.64,0.0,26607.36,0,0,0,118,0,178802,3904,5306,40,0,1020,2892,576,29548,27328
58786,0,0,40,1835224,0,0,3554454,3337226,294768,171838,0,551884,2988290,0,1004380,485690,304992,215310,0,3849792,1835224,40142,143306,150326,58785.61,3849792,3849792,3081464,12025.0,3021978,78026,3274595.52,0.0,452106.24,0,0,0,8034,456,3849792,1358,143652,356,0,16234,119528,25024,354994,346352
15184,0,0,874,1268062,0,0,2976530,2700930,332888,225196,0,1131888,2919082,10,1461790,238340,171048,104168,4,3309862,1268062,33276,148218,184138,15183.67,3309862,3309862,3329918,9905.0,2999178,110184,2045817.6,53683.2,894045.12,0,0,0,6398,394,3309862,304396,118700,174,0,16592,53718,8476,993064,948
50556,0,0,21788,1463344,0,0,2889484,2511670,495794,306460,0,427032,1327766,0,1202324,178692,141178,127664,3536,3386020,1463344,42964,269326,225562,50555.87,3386020,3386020,3384858,21525.0,3237808,98998,2816889.6,0.0,418256.64,0,0,170,5964,312,3386020,53168,123366,262,0,22714,96904,13048,448374,402060
1956,0,0,118,53670,0,0,104398,94498,16720,7094,0,14484,103798,0,54160,12164,3658,594,0,121138,53670,1298,9798,6892,1956.96,121138,121138,122822,403.0,110252,2368,100828.8,0.0,9326.4,0,0,0,92,0,121138,62,1692,48,0,630,2140,594,10412,38890
57028,5158,1293168,1980990,1402116,356588,638342,2767348,2797524,1447430,226352,0,1170794,2281064,2,825790,576136,280422,162144,137554,4571822,1402116,38126,1046290,398652,57027.82,4571822,4571822,4565248,22643.0,3525808,64336,2790102.72,0.0,732215.04,3000,182058,2008002,106,0,4571822,80530,2164614,1254,0,26080,63214,10788,750866,197200
16412,0,41254,708620,390232,38584,56834,839796,788304,238758,63728,0,700954,521678,0,150368,197746,95240,46752,14238,1117422,390232,10134,165628,72730,16411.31,1117422,1117422,1118106,5415.0,941780,22672,826268.16,6.72,115056.96,0,1716,244102,0,0,1117422,68470,637926,164,0,6108,20422,3246,121364,70222
10,0,0,2,1548,0,0,3672,1678,20850,446,0,4284,3180,0,2936,92,78,50,142,24548,1548,168,19346,1488,10.89,24548,24548,26402,22.0,4316,0,2047.68,18.24,1363.2,0,0,0,0,0,24548,10,170,2,0,148,0,0,2444,24
59578,0,0,2390,1558776,0,0,3306538,2796850,679516,426450,0,100548,917550,0,1163998,452716,311920,242234,0,3986792,1558776,42278,348318,327552,59578.1,3986792,3986792,3975534,23620.0,3718530,106716,3349214.4,17.28,366228.48,0,0,0,7568,784,3986792,122454,202608,208,0,26062,90252,16978,388530,492296
39192,0,0,3926,1167000,0,0,2237608,1845978,636072,329778,0,134820,644158,0,769858,222370,147936,106424,134,2874302,1167000,36230,389808,243986,39192.84,2874302,2874302,2874196,18293.0,2578790,86328,2269967.04,0.0,306727.68,0,0,0,3224,198,2874302,72732,178942,142,0,20792,81470,12404,327664,353256
41268,0,0,606,1340250,0,0,2297946,1886320,553724,330882,0,530616,893474,0,1123430,184992,127974,89944,908,2852650,1340250,47132,256886,294996,41267.56,2852650,2852650,2840244,18615.0,2702970,69092,2218513.92,0.0,482282.88,0,0,0,3764,306,2852650,61906,213756,84,0,29062,90222,15784,499690,260790
29616,0,0,598,851896,0,0,1665550,1349152,432240,257850,0,1674,371836,0,594782,202390,135212,95184,0,2098288,851896,27860,226944,204082,29616.07,2098288,2098288,2089938,13828.0,1938900,62196,1757950.08,0.0,178427.52,0,0,0,2998,214,2098288,20668,82638,168,0,16902,69136,11636,191212,230326
60296,0,2,117860,2176162,5584,13142,3977996,2799562,1491188,1055418,0,838522,5101318,2,2189556,344228,254300,203244,12000,5475842,2176162,79284,487686,994152,60296.74,5475842,5475842,5447564,29424.0,5162978,153258,3813089.28,23893.44,1320872.64,0,0,31434,5128,194,5475842,3448,783032,712,0,53018,108674,17182,1407676,599344
50038,0,0,113658,1486428,950,1660,3163546,2833078,826644,277282,0,166282,1393270,0,1077758,339076,242110,191638,1572,3991502,1486428,36290,637380,188416,50037.47,3991502,3991502,3999130,21982.0,3347304,91910,2920696.32,0.0,424486.08,0,0,2530,5834,474,3991502,72590,149326,532,0,18954,83756,15414,444032,539104
49866,0,1548,100706,1176810,1038,1538,2386352,2033468,691128,278430,2,2042240,2639854,0,443378,466726,258540,126586,46416,3079188,1176810,32356,423330,262792,49865.48,3079188,3079188,3065080,15780.0,2683076,65362,2443515.84,0.0,236387.52,0,1410,5646,2008,8,3079188,5938,55330,394,0,18942,56772,9482,256862,598978
39206,0,0,414,1104324,0,0,2238178,2024648,430098,185826,0,277624,253294,0,659562,216468,158806,130972,0,2668478,1104324,25350,305190,124448,39206.98,2668478,2668478,2678188,20018.0,2445032,74706,2195425.92,0.0,248301.12,0,0,0,3834,170,2668478,55332,75136,136,0,12216,62948,10784,259816,334432
176,0,0,106,8764,0,0,18878,14674,26690,1560,0,1394,13060,0,14218,1536,654,270,0,45602,8764,508,22014,4634,175.4,45602,45602,52510,51.0,21798,1064,13957.44,0.0,6368.64,0,0,0,66,0,45602,34,1010,46,0,310,486,134,8606,3990
39922,0,0,1458,1527438,0,0,2620630,2201680,725540,370914,0,558546,728362,0,1649046,270952,216844,195204,0,3346626,1527438,60092,316476,407122,39922.83,3346626,3346626,3336294,16152.0,3192824,96290,2401128.0,0.0,789098.88,0,0,0,3986,310,3346626,34510,195990,386,0,32218,86564,16050,824112,363218
30,552,2702,1108,2010,1142,2096,26128,25666,11446,380,0,11012,2810,836,8628,408,286,168,0,38742,2010,118,9132,2294,29.27,38742,38742,40192,25.0,11048,202,2661.12,0.0,7353.6,0,1078,1652,0,0,38742,16,464,74,0,158,0,0,8498,96
44042,0,78768,1437306,1141464,58398,101154,2355538,2069020,903370,258208,2,2422048,2396936,0,433226,516866,274952,135118,39288,3318126,1141464,34454,611094,290062,44041.87,3318126,3318126,3315532,14076.0,2695246,100744,2390019.84,0.0,299168.64,0,6976,727716,176,0,3318126,5502,76940,746,0,19650,96648,15046,326956,290394
42094,0,0,2192,1180734,0,0,2459680,2123004,431772,293244,0,301046,290128,0,1070906,330294,242338,203620,0,2891886,1180734,36622,213684,217172,42093.38,2891886,2891886,2899602,16322.0,2780354,88054,2352998.4,0.0,425256.0,0,0,0,5730,752,2891886,69222,126894,734,0,18848,80244,15152,442346,256516
38784,0,0,16536,1148942,0,0,2388772,2083004,428684,231132,0,569362,2623934,0,1001578,187868,155088,147152,17970,2818394,1148942,29910,204128,223420,38783.9,2818394,2818394,2812976,15850.0,2652228,61944,2236388.16,0.0,411903.36,0,0,0,3454,84,2818394,11974,148002,324,0,17432,66652,9440,445714,246762
41628,0,0,6472,1137380,0,0,2218832,1975920,299070,212746,0,298760,1114742,10,723360,280306,184270,137064,0,2518152,1137380,31964,177412,120516,41627.49,2518152,2518152,2525124,15086.0,2433040,71084,2188107.84,0.0,243418.56,0,0,0,2678,64,2518152,50440,79624,138,0,15952,83248,16830,257378,400456
41442,0,0,672,1363124,0,0,2516750,2233852,543734,230750,0,560930,2813906,0,1265508,292778,191540,124094,0,3060938,1363124,45638,292436,250446,41442.51,3060938,3060938,3066212,14960.0,2861346,70108,2309433.6,0.0,532393.92,0,0,0,2806,62,3060938,26186,174130,212,0,20908,101360,20364,588432,596138
61100,0,0,17242,1988670,0,0,3862380,3158578,1942554,611444,0,166898,1097034,0,1235642,417096,343128,282276,9206,5805478,1988670,47368,1351444,578834,61099.5,5805478,5805478,5703246,32933.0,4581642,106278,4030541.76,0.0,544721.28,0,0,0,6692,322,5805478,104432,219732,498,0,31634,57774,7316,568178,370940
